"provenance_source","baseline_row_id","file","current_line_start","current_line_end","syntactic_form","kind","artifact","construction_type","n_lines","intended_owner","intended_helper","classification","actionable","current_path_expression"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",137,137,"alias","logs","run_manifest.yml","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(stage01_logs, ""run_manifest.yml"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",138,138,"alias","logs","wgcna_run_manifest.yml","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(stage01_logs, ""wgcna_run_manifest.yml"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",139,139,"alias","logs","output_manifest.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(stage01_logs, ""output_manifest.csv"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",140,142,"alias","tables","WGCNA_parameter_audit.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""modules"", ""WGCNA_parameter_audit.csv"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",143,143,"alias","logs","analysis_parameters.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(stage01_logs, ""analysis_parameters.csv"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",859,860,"base","tables","wgcna_supermodule_eigengene_clusters.csv","EXACT_ARTIFACT",2,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"base(""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""supermodules"", ""wgcna_supermodule_eigengene_clusters.csv"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",867,868,"base","tables","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",2,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"base(""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""supermodules"", ""wgcna_module_supermodule_annotation.csv"")"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",879,880,"base","tables","wgcna_supermodule_summary.csv","EXACT_ARTIFACT",2,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"base(""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""supermodules"", ""wgcna_supermodule_summary.csv"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-claim-readiness.R",232,232,"alias","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(root, ""data"", ""processed"", ""06_modules_WGCNA"", ""01_WGCNA"", ""microglia"", ""wgcna_final_model_state.rds"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-failed-run-export-guard.R",30,30,"file.path","figures","x.svg","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(""results/figures/06_modules_WGCNA/01_WGCNA"", ds, ""main/x.svg"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-failed-run-export-guard.R",37,38,"file.path","figures","x.svg","EXACT_ARTIFACT",2,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(""results/figures/06_modules_WGCNA/01_WGCNA"", paste0(ds, ""_failed_20260720_133211""), ""main/x.svg"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-failed-run-export-guard.R",54,54,"file.path","figures","x.svg","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(""results/figures/06_modules_WGCNA/01_WGCNA"", seg, ""x.svg"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-failed-run-export-guard.R",118,118,"file.path","figures","x.svg","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(""results/figures/06_modules_WGCNA/01_WGCNA"", failed, ""main/x.svg"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-failed-run-export-guard.R",120,120,"file.path","source_data","x.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(""results/source_data/06_modules_WGCNA/01_WGCNA"", failed, ""x.csv"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-group-effects-contract.R",12,15,"path_processed","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",4,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"path_processed( ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""wgcna_final_model_state.rds"" )"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-group-effects-phase2b.R",788,791,"path_processed","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",4,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"path_processed( ""06_modules_WGCNA"", ""01_WGCNA"", ""microglia"", ""wgcna_final_model_state.rds"" )"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-reviewed-label-registry.R",12,15,"test_path","tables","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",4,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"testthat::test_path( "".."", "".."", ""results"", ""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ""microglia"", ""supermodules"", ""wgcna_module_supermodule_annotation.csv"" )"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-reviewed-label-registry.R",16,19,"test_path","tables","wgcna_supermodule_summary.csv","EXACT_ARTIFACT",4,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"testthat::test_path( "".."", "".."", ""results"", ""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ""microglia"", ""supermodules"", ""wgcna_supermodule_summary.csv"" )"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-stage13-downstream-integration.R",298,298,"stage13_test_path","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"stage13_test_path(""data"", ""processed"", ""06_modules_WGCNA"", ""01_WGCNA"", ""neuron_soma"", ""wgcna_final_model_state.rds"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-stage13-downstream-integration.R",299,299,"stage13_test_path","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"stage13_test_path(""data"", ""processed"", ""06_modules_WGCNA"", ""01_WGCNA"", ""neuron_neuropil"", ""wgcna_final_model_state.rds"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",280,281,"file.path","processed","<directory>","DIRECTORY",2,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","TEST_FIXTURE",FALSE,"file.path(root, ""data"", ""processed"", ""06_modules_WGCNA"", ""01_WGCNA"", ""neuron_neuropil"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",290,290,"alias","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","TEST_FIXTURE",FALSE,"file.path(hist, FN)"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",292,292,"alias","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","TEST_FIXTURE",FALSE,"file.path(hist, FN)"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",298,298,"alias","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","TEST_FIXTURE",FALSE,"file.path(hist, FN)"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",312,313,"file.path","tables","<directory>","DIRECTORY",2,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","TEST_FIXTURE",FALSE,"file.path(root, ""results"", ""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ""neuron_neuropil"", ""modules"")"
"supplemental_coverage",NA,"tests/testthat/test-wgcna-writer-namespace.R",315,315,"alias","tables","WGCNA_modules_long.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","TEST_FIXTURE",FALSE,"file.path(hist, ""WGCNA_modules_long.csv"")"
