"file","line_start","line_end","syntactic_form","artifact_family","kind","artifact","current_path_expression","access","active_runtime","has_wildcard","classification","intended_action","why_original_oracle_missed_it"
"analysis/wgcna/audit_module_claim_readiness.R",37,37,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_inferential_handoff.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/audit_module_claim_readiness.R",40,40,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_final_label_lookup.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/render_microglia_module_figures.R",31,31,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_final_label_lookup.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/render_microglia_module_figures.R",33,33,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_inferential_handoff.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",920,920,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_final_label_lookup.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",928,928,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_module_group_effects_interpretable.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",936,936,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_supermodule_group_effects_interpretable.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_label_activation_utils.R",434,434,"converted_in_batch_3B","interpretable_summary",NA,"WGCNA_final_label_lookup.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"tests/smoke_test_active_script_contracts.R",144,144,"path_results","interpretable_summary","tables","WGCNA_module_group_effects_interpretable.csv","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""microglia"", ""WGCNA_module_group_effects_interpretable.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/smoke_test_active_script_contracts.R",165,165,"path_results","interpretable_summary","tables","WGCNA_supermodule_group_effects_interpretable.csv","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""microglia"", ""WGCNA_supermodule_group_effects_interpretable.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-export-dry-run-hygiene.R",164,167,"file.path","interpretable_summary","figures","top_supermodule_effects_dotplot.svg","file.path( tempdir(), ""results"", ""figures"", ""06_modules_WGCNA"", ""interpretable_summary"", ""neuron_soma"", ""top_supermodule_effects_dotplot.svg"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'file.path', not a literal path_results() call"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",67,70,"path_results","interpretable_summary","tables","WGCNA_inferential_handoff.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",72,75,"path_results","interpretable_summary","tables","WGCNA_final_label_lookup.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",266,269,"path_results","interpretable_summary","tables","WGCNA_inferential_handoff.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",275,278,"path_results","interpretable_summary","tables","WGCNA_final_label_lookup.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",390,393,"path_results","interpretable_summary","tables","WGCNA_inferential_handoff.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",396,399,"path_results","interpretable_summary","tables","WGCNA_final_label_lookup.csv","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-claim-readiness.R",159,163,"alias","interpretable_summary","tables","WGCNA_inferential_handoff.csv","file.path( root, ""results"", ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""microglia"", ""WGCNA_inferential_handoff.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'alias', not a literal path_results() call"
"tests/testthat/test-wgcna-failed-run-export-guard.R",45,45,"file.path","interpretable_summary","figures","x.svg","file.path(""results/figures/06_modules_WGCNA/interpretable_summary"", scope, ""x.svg"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'file.path', not a literal path_results() call"
"tests/testthat/test-wgcna-label-adjudication.R",596,597,"path_results","interpretable_summary","tables","WGCNA_final_label_lookup.csv","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-stage13-downstream-integration.R",20,23,"stage13_test_path","interpretable_summary","tables","WGCNA_inferential_handoff.csv","stage13_test_path( ""results"", ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'stage13_test_path', not a literal path_results() call"
"tests/testthat/test-wgcna-stage13-downstream-integration.R",212,215,"stage13_test_path","interpretable_summary","tables","WGCNA_final_label_lookup.csv","stage13_test_path( ""results"", ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'stage13_test_path', not a literal path_results() call"
"analysis/wgcna/audit_module_claim_readiness.R",41,41,"converted_in_batch_3B","microglia_neuropil_independence",NA,"microglia_module_neuropil_independence_classification.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/audit_microglia_module_claims.R",95,95,"converted_in_batch_3B","module_annotation",NA,"WGCNA_module_biological_annotation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/audit_module_claim_readiness.R",38,38,"converted_in_batch_3B","module_annotation",NA,"WGCNA_module_biological_annotation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"analysis/wgcna/audit_module_claim_readiness.R",39,39,"converted_in_batch_3B","module_annotation",NA,"WGCNA_supermodule_biological_annotation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",904,904,"converted_in_batch_3B","module_annotation",NA,"WGCNA_module_biological_annotation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",912,912,"converted_in_batch_3B","module_annotation",NA,"WGCNA_supermodule_biological_annotation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"tests/smoke_test_active_script_contracts.R",119,119,"path_results","module_annotation","tables","WGCNA_module_biological_annotation.csv","path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_biological_annotation.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/smoke_test_active_script_contracts.R",127,127,"path_results","module_annotation","tables","WGCNA_supermodule_biological_annotation.csv","path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_supermodule_biological_annotation.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"analysis/wgcna/audit_module_claim_readiness.R",42,42,"converted_in_batch_3B","module_robustness_sensitivity",NA,"WGCNA_claim_gate_audit.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"R/statistics/wgcna_identity_contract_utils.R",944,944,"converted_in_batch_3B","score_publication_summary",NA,"WGCNA_score_publication_validation.csv",NA,"read",TRUE,FALSE,"LIVE_READER","CONVERTED_TO_OWNER_HELPER","file or site outside the oracle's 45-file path_results scan set"
"tests/smoke_test_active_script_contracts.R",185,185,"path_results","score_publication_summary","tables","WGCNA_score_publication_validation.csv","path_results(""tables"", ""06_modules_WGCNA"", ""score_publication_summary"", ""microglia"", ""WGCNA_score_publication_validation.csv"")","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","oracle did not scan tests/"
"tests/testthat/test-wgcna-reviewed-label-registry.R",106,109,"test_path","wgcna_publication_figures","source_data","<directory>","testthat::test_path( "".."", "".."", ""results"", ""source_data"", ""06_modules_WGCNA"", ""wgcna_publication_figures"", ""microglia"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'test_path', not a literal path_results() call"
"tests/testthat/test-wgcna-reviewed-label-registry.R",110,117,"alias","wgcna_publication_figures_corrected","source_data","<directory>","file.path(source_dir, c( ""all_supermodule_architecture_source.csv"", ""all_supermodule_global_eigengenes_source.csv"", ""all_supermodule_sus_res_forest_source.csv"", ""all_supermodule_sus_res_spatial_heatmap_source.csv"", ""multi_supermodule_member_loadings_source.csv"", ""supplementary_all_contrast_effect_matrix_source.csv"" ))","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'alias', not a literal path_results() call"
"tests/testthat/test-wgcna-reviewed-label-registry.R",140,143,"test_path","wgcna_publication_figures_corrected","source_data","<directory>","testthat::test_path( "".."", "".."", ""results"", ""source_data"", ""06_modules_WGCNA"", ""wgcna_publication_figures_corrected"", ""microglia"" )","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'test_path', not a literal path_results() call"
"tests/testthat/test-wgcna-reviewed-label-registry.R",144,147,"alias","wgcna_publication_figures_corrected","source_data","<directory>","file.path(source_dir, c( ""corrected_all_supermodule_sus_res_forest_source.csv"", ""corrected_all_supermodule_sus_res_spatial_heatmap_source.csv"" ))","fixture",FALSE,FALSE,"TEST_FIXTURE","RETAINED_test_fixture","construction spelled as 'alias', not a literal path_results() call"
