"producing_analysis","current_path","artifact_type","canonical_or_intermediate","downstream_consumers","n_downstream_consumers","manuscript_consumer","size","tracked","frozen","frozen_beneath","is_directory","exists_on_disk","proposed_path","migration_strategy","path_changes"
"analysis/08_integration/summarize_enrichment_module_concordance.R","results/tables/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/","tables","CANONICAL_RESULT","",0,FALSE,12344578,FALSE,FALSE,0,TRUE,TRUE,"results/integration/summarize_enrichment_module_concordance/global/tables/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/summarize_programs_for_manuscript.R","results/tables/10_biological_integration/manuscript_program_summary/global/manuscript_program_summary.csv","tables","CANONICAL_RESULT","build_biological_claims_table.R | build_evidence_priority_matrix.R",2,FALSE,3250,FALSE,FALSE,0,FALSE,TRUE,"results/integration/summarize_programs_for_manuscript/global/tables/manuscript_program_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_all.csv","tables","CANONICAL_RESULT","build_protein_spatial_atlas.R | quantify_neuropil_detection_context.R | quantify_candidate_network_position.R | screen_immunostaining_panel.R",4,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_all.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_long.csv","tables","CANONICAL_RESULT","build_protein_spatial_atlas.R | quantify_neuropil_detection_context.R | quantify_candidate_network_position.R | screen_immunostaining_panel.R",4,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_shortlist.csv","tables","CANONICAL_RESULT","build_protein_spatial_atlas.R | quantify_neuropil_detection_context.R | quantify_candidate_network_position.R | screen_immunostaining_panel.R",4,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_shortlist.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_shortlist.xlsx","tables","CANONICAL_RESULT","build_protein_spatial_atlas.R | quantify_neuropil_detection_context.R | quantify_candidate_network_position.R | screen_immunostaining_panel.R",4,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_shortlist.xlsx","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_top10_per_module.csv","tables","CANONICAL_RESULT","build_protein_spatial_atlas.R | quantify_neuropil_detection_context.R | quantify_candidate_network_position.R | screen_immunostaining_panel.R",4,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_top10_per_module.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/tables/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_metrics.csv","tables","CANONICAL_RESULT","",0,FALSE,1025,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/tables/wgcna_circular_atlas_metrics.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/summarize_module_cross_compartment.R","results/tables/10_biological_integration/wgcna_cross_compartment_overview/global/","tables","CANONICAL_RESULT","",0,FALSE,32868,FALSE,FALSE,0,TRUE,TRUE,"results/integration/summarize_module_cross_compartment/global/tables/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_module_summary.csv","tables","CANONICAL_RESULT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_module_summary.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_permutation_summary.csv","tables","CANONICAL_RESULT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_permutation_summary.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_protein_level.csv","tables","CANONICAL_RESULT","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_protein_level.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/quantify_neuropil_precision.R","results/tables/11_spatial_systems/atlas/ca2_slm_imputation_artifact_test.csv","tables","CANONICAL_RESULT","",0,FALSE,544204,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_neuropil_precision/global/tables/ca2_slm_imputation_artifact_test.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/quantify_neuropil_detection_context.R","results/tables/11_spatial_systems/atlas/neuropil_spatial_detection_context.csv","tables","CANONICAL_RESULT","summarize_spatial_atlas.R",1,FALSE,5217,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_neuropil_detection_context/global/tables/neuropil_spatial_detection_context.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_neuropil_precision.R","results/tables/11_spatial_systems/atlas/neuropil_spatial_precision_context.csv","tables","CANONICAL_RESULT","",0,FALSE,5011,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_neuropil_precision/global/tables/neuropil_spatial_precision_context.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_protein_spatial_atlas.R","results/tables/11_spatial_systems/atlas/protein_baseline_spatial_profile.csv","tables","CANONICAL_RESULT","",0,FALSE,91591,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_protein_spatial_atlas/global/tables/protein_baseline_spatial_profile.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/audit_stress_identity_robustness.R","results/tables/11_spatial_systems/atlas/protein_claimability_annotation.csv","tables","CANONICAL_RESULT","",0,FALSE,8537,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_stress_identity_robustness/global/tables/protein_claimability_annotation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/atlas/protein_network_context.csv","tables","CANONICAL_RESULT","",0,FALSE,247918,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/protein_network_context.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_label_spatial_cell_context_audit.csv","tables","CANONICAL_RESULT","",0,FALSE,16360,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_label_spatial_cell_context_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_baseline_spatial_profile_long.csv","tables","CANONICAL_RESULT","",0,FALSE,43058,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_baseline_spatial_profile_long.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_empirical_compartment_affinity_long.csv","tables","CANONICAL_RESULT","",0,FALSE,159811,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_empirical_compartment_affinity_long.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/atlas/WGCNA_module_network_context.csv","tables","CANONICAL_RESULT","validate_network_workbook.R",1,FALSE,17517,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/WGCNA_module_network_context.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_reference_marker_affinity_long.csv","tables","CANONICAL_RESULT","",0,FALSE,663782,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_reference_marker_affinity_long.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_spatial_fingerprints_raw.csv","tables","CANONICAL_RESULT","test_network_group_organization.R",1,FALSE,5937,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_spatial_fingerprints_raw.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_spatial_fingerprints_z.csv","tables","CANONICAL_RESULT","",0,FALSE,5679,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_spatial_fingerprints_z.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_module_spatial_similarity.csv","tables","CANONICAL_RESULT","",0,FALSE,14776,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_module_spatial_similarity.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_supermodule_spatial_cell_context.csv","tables","CANONICAL_RESULT","",0,FALSE,5740,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_supermodule_spatial_cell_context.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_module_spatial_atlas.R","results/tables/11_spatial_systems/atlas/WGCNA_supermodule_spatial_coherence.csv","tables","CANONICAL_RESULT","",0,FALSE,4348,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_module_spatial_atlas/<dataset>/tables/WGCNA_supermodule_spatial_coherence.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/quantify_empirical_compartments.R","results/tables/11_spatial_systems/bilateral/bilateral_empirical_compartment_protein_level.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,1463267,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_empirical_compartments/global/tables/bilateral_empirical_compartment_protein_level.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_empirical_compartments.R","results/tables/11_spatial_systems/bilateral/bilateral_empirical_compartment_summary.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,1126,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_empirical_compartments/global/tables/bilateral_empirical_compartment_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_empirical_compartments.R","results/tables/11_spatial_systems/bilateral/bilateral_empirical_marker_transfer.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,3843,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_empirical_compartments/global/tables/bilateral_empirical_marker_transfer.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_module_bilateral_identity.R","results/tables/11_spatial_systems/bilateral/WGCNA_module_bilateral_reproducibility.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R | build_module_spatial_atlas.R",2,FALSE,12686,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_module_bilateral_identity/<dataset>/tables/WGCNA_module_bilateral_reproducibility.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_module_bilateral_identity.R","results/tables/11_spatial_systems/bilateral/WGCNA_module_bilateral_spatial_profile_reproducibility.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,43045,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_module_bilateral_identity/<dataset>/tables/WGCNA_module_bilateral_spatial_profile_reproducibility.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/quantify_module_bilateral_identity.R","results/tables/11_spatial_systems/bilateral/WGCNA_module_bilateral_spatial_profile_summary.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,6118,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/quantify_module_bilateral_identity/<dataset>/tables/WGCNA_module_bilateral_spatial_profile_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_stress_identity_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_DAP_robustness_annotated.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,46542,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_stress_identity_robustness/global/tables/CA2_SLM_DAP_robustness_annotated.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_stress_identity_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_effect_across_neuropil_units.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,15548,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_stress_identity_robustness/global/tables/CA2_SLM_effect_across_neuropil_units.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_ca2_slm_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_fully_observed_DAP_audit.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,15249,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_ca2_slm_robustness/global/tables/CA2_SLM_fully_observed_DAP_audit.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_ca2_slm_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_leave_one_animal_out_long.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,22687,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_ca2_slm_robustness/global/tables/CA2_SLM_leave_one_animal_out_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_ca2_slm_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_prespecified_thresholds.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,545,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_ca2_slm_robustness/global/tables/CA2_SLM_prespecified_thresholds.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/summarize_ca2_slm_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_robustness_validation.csv","tables","CANONICAL_RESULT","",0,FALSE,2905,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/summarize_ca2_slm_robustness/global/tables/CA2_SLM_robustness_validation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/audit_stress_identity_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/CA2_SLM_spatial_specificity.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,6368,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_stress_identity_robustness/global/tables/CA2_SLM_spatial_specificity.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/audit_stress_identity_robustness.R","results/tables/11_spatial_systems/ca2_slm_robustness/fdr_supported_hit_observation_status.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,2473,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/audit_stress_identity_robustness/global/tables/fdr_supported_hit_observation_status.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/summarize_ca2_slm_robustness.R","results/tables/11_spatial_systems/CA2_SLM_robustness_audit.xlsx","tables","CANONICAL_RESULT","",0,FALSE,111583,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/summarize_ca2_slm_robustness/global/tables/CA2_SLM_robustness_audit.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/annotate_module_celltypes.R","results/tables/11_spatial_systems/celltype_annotation/WGCNA_module_external_celltype_affinity_long.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R | build_module_spatial_atlas.R",2,FALSE,3060733,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/annotate_module_celltypes/<dataset>/tables/WGCNA_module_external_celltype_affinity_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/annotate_module_celltypes.R","results/tables/11_spatial_systems/celltype_annotation/WGCNA_module_external_celltype_affinity_summary.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,21949,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/annotate_module_celltypes/<dataset>/tables/WGCNA_module_external_celltype_affinity_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_spatial_data_contract.R","results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,5049,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_spatial_data_contract/<dataset>/tables/spatial_systems_aggregation_validation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_spatial_data_contract.R","results/tables/11_spatial_systems/data_contract/spatial_systems_evidence_dependence.csv","tables","CANONICAL_RESULT","",0,FALSE,5658,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_spatial_data_contract/<dataset>/tables/spatial_systems_evidence_dependence.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_spatial_data_contract.R","results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv","tables","CANONICAL_RESULT","build_animal_spatial_networks.R",1,FALSE,23112,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_spatial_data_contract/<dataset>/tables/spatial_systems_hemisphere_inventory.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/animal_network_bilateral_reproducibility.csv","tables","CANONICAL_RESULT","",0,FALSE,11202,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/animal_network_bilateral_reproducibility.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/animal_network_edges.csv","tables","CANONICAL_RESULT","test_network_group_organization.R | validate_network_workbook.R",2,FALSE,153663,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/animal_network_edges.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/animal_network_global_metrics.csv","tables","CANONICAL_RESULT","",0,FALSE,5580,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/animal_network_global_metrics.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/animal_network_nodes.csv","tables","CANONICAL_RESULT","",0,FALSE,27804,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/animal_network_nodes.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/animal_network_objects.rds","tables","CANONICAL_RESULT","test_network_group_organization.R",1,FALSE,16218,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/animal_network_objects.rds","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/edge_bilateral_reproducibility.csv","tables","CANONICAL_RESULT","",0,FALSE,7309,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/edge_bilateral_reproducibility.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/matrices/","tables","CANONICAL_RESULT","",0,FALSE,70990,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/matrices","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/validate_network_workbook.R","results/tables/11_spatial_systems/networks/network_behavior_coupling_audit.csv","tables","CANONICAL_RESULT","",0,FALSE,1220,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/validate_network_workbook/global/tables/network_behavior_coupling_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/network_edge_group_differences.csv","tables","CANONICAL_RESULT","validate_network_workbook.R",1,FALSE,24231,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/network_edge_group_differences.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/network_metric_redundancy.csv","tables","CANONICAL_RESULT","",0,FALSE,6317,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/network_metric_redundancy.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/build_animal_spatial_networks.R","results/tables/11_spatial_systems/networks/network_representation_selection.csv","tables","CANONICAL_RESULT","",0,FALSE,11895,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/build_animal_spatial_networks/global/tables/network_representation_selection.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/spatial_edge_module_context.csv","tables","CANONICAL_RESULT","",0,FALSE,14037,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/spatial_edge_module_context.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/validate_network_workbook.R","results/tables/11_spatial_systems/networks/spatial_network_validation_status.csv","tables","CANONICAL_RESULT","",0,FALSE,1746,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/validate_network_workbook/global/tables/spatial_network_validation_status.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/spatial_node_cell_context.csv","tables","CANONICAL_RESULT","",0,FALSE,10339,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/spatial_node_cell_context.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/test_network_group_organization.R","results/tables/11_spatial_systems/networks/spatial_node_network_integration.csv","tables","CANONICAL_RESULT","validate_network_workbook.R",1,FALSE,1693,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/test_network_group_organization/global/tables/spatial_node_network_integration.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/decompose_bilateral_variance.R","results/tables/11_spatial_systems/precision/bilateral_variance_decomposition.csv","tables","CANONICAL_RESULT","validate_spatial_foundations.R",1,FALSE,39394,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/decompose_bilateral_variance/<dataset>/tables/bilateral_variance_decomposition.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/03_spatial_validation/summarize_spatial_atlas.R","results/tables/11_spatial_systems/spatial_systems_atlas.xlsx","tables","CANONICAL_RESULT","",0,FALSE,1174036,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/summarize_spatial_atlas/global/tables/spatial_systems_atlas.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/summarize_spatial_atlas.R","results/tables/11_spatial_systems/spatial_systems_atlas_validation.csv","tables","CANONICAL_RESULT","",0,FALSE,1462,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/summarize_spatial_atlas/global/tables/spatial_systems_atlas_validation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/validate_spatial_foundations.R","results/tables/11_spatial_systems/spatial_systems_foundation_validation.csv","tables","CANONICAL_RESULT","",0,FALSE,2126,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/validate_spatial_foundations/global/tables/spatial_systems_foundation_validation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/validate_network_workbook.R","results/tables/11_spatial_systems/spatial_systems_networks.xlsx","tables","CANONICAL_RESULT","",0,FALSE,114812,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_validation/validate_network_workbook/global/tables/spatial_systems_networks.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/09_publication_exports/build_biological_claims_table.R","results/tables/biological_claims_table.csv","tables","CANONICAL_RESULT","build_evidence_priority_matrix.R | render_module_circular_atlas.R | summarize_module_cross_compartment.R | validate_pride_submission.R",4,FALSE,4486596,FALSE,FALSE,0,FALSE,TRUE,"results/publication_source_data/build_biological_claims_table/global/tables/biological_claims_table.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/09_publication_exports/build_biological_claims_table.R","results/tables/biological_claims_table.xlsx","tables","CANONICAL_RESULT","",0,FALSE,631905,FALSE,FALSE,0,FALSE,TRUE,"results/publication_source_data/build_biological_claims_table/global/tables/biological_claims_table.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/assess_joint_compartment_quality.R","results/figures/03_qc_exploration/00b_joint_compartment_qc/global/","figures","DIAGNOSTIC","",0,FALSE,35288172,FALSE,FALSE,0,TRUE,TRUE,"results/qc/assess_joint_compartment_quality/global/plots/","REPOINT_WRITER_ONLY",TRUE
