"artifact_family","consumer_file","line","artifact","scope","classification","why"
"curated_overlap_programs","analysis/wgcna/score_module_activity.R",887,"curated_overlap_programs.xlsx, sheet ""Modules_long""","global","LIVE_READER","ingestion of the line 885 resolution - readxl::read_excel(overlap_defs_file, sheet = ""Modules_long""), fed to standardize_module_definitions(overlap_raw, ""overlap"") and then to the overlap-vs-WGCNA enrichment table"
"group_effects","analysis/integration/render_module_circular_atlas.R",1817,"WGCNA_group_effect_animal_spatial_unit_values.csv","neuron_neuropil, neuron_soma, microglia (ds loop)","LIVE_READER","stage05_local_response_sd_lookup(); hard stop at 1821-1827 plus a required-column check. This is the ONLY group_effects file the atlas may name - tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R:52-60 and :725-731 forbid the tokens module_group_effects.csv / supermodule_group_effects.csv in this script."
"group_effects","analysis/integration/summarize_enrichment_module_concordance.R",101,"WGCNA_group_effect_sensitivity.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","dataset_inputs$group_sensitivity, folded into required_inputs at 107-118; declared consumes_required at pipeline.yml:1327."
"group_effects","analysis/spatial_validation/build_spatial_data_contract.R",62,"WGCNA_group_effect_hemisphere_values.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","stage05_hemi_path(); optional input (consumes_optional at pipeline.yml:845) used to prove the level-2 equal-weight bilateral aggregation."
"group_effects","analysis/spatial_validation/decompose_bilateral_variance.R",80,"WGCNA_group_effect_hemisphere_values.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","dry-run input probe; the wet run reads via sps_endpoints_wgcna_modules(). consumes_required at pipeline.yml:920."
"group_effects","analysis/spatial_validation/quantify_module_bilateral_identity.R",57,"WGCNA_group_effect_hemisphere_values.csv","neuron_neuropil, neuron_soma, microglia (valid_datasets())","LIVE_READER","stage05_hemi_path(); read_stage05() at 71-79 stops with missing_required_input and requires the Hemisphere/hemisphere_value columns. consumes_required at pipeline.yml:892."
"group_effects","analysis/wgcna/audit_microglia_module_claims.R",94,"all_supermodule_eigengene_group_values.csv","microglia","LIVE_READER","super_values_path, listed in required_inputs (line 106-110) with a hard stop; pipeline.yml:658 declares consumes_required results/tables/06_modules_WGCNA/group_effects/microglia/."
"group_effects","analysis/wgcna/audit_microglia_module_claims.R",120,"results/tables/06_modules_WGCNA/group_effects/microglia/ (whole directory, every regular file)","microglia","PROVENANCE_ORACLE","protected_roots entry: the script list.files()es the directory and md5sums every file before and after its own run (lines 120-133) to prove the reviewed microglia Stage-05 state was NOT modified. An immutability claim about a LOCATION - if a resolver flips it to the normalized root the claim silently changes subject."
"group_effects","analysis/wgcna/render_microglia_module_figures.R",32,"all_supermodule_eigengene_group_values.csv","microglia","LIVE_READER","paths$values, hard-required at line 41 (stop on any missing input); declared consumes_required at pipeline.yml:509 and pipeline.yml:564."
"group_effects","analysis/wgcna/render_microglia_module_figures.R",36,"supermodule_pca_member_loadings.csv","microglia","LIVE_READER","paths$loadings, read at line 49; declared consumes_required at pipeline.yml:509 and pipeline.yml:566."
"group_effects","analysis/wgcna/render_module_figures.R",50,"results/tables/06_modules_WGCNA/group_effects/microglia/ (directory)","microglia","LIVE_READER","dir.exists(GROUP_DIR) gate, repeated at line 56 as a required_ready precondition. This is the one genuinely directory-level read and the natural wgcna_group_effects_dir() call site. GROUP_DIR is built at line 31."
"group_effects","analysis/wgcna/render_module_figures.R",174,"all_supermodule_eigengene_group_values.csv","microglia","LIVE_READER","read_required(..., 'Stage 05 raw supermodule eigengenes') - the raw eigengene values behind the publication figures."
"group_effects","analysis/wgcna/render_module_figures.R",175,"supermodule_pca_member_loadings.csv","microglia","LIVE_READER","read_required(..., 'Stage 05 supermodule member loadings') for the member-loading panel."
"group_effects","analysis/wgcna/render_module_figures.R",450,"all_supermodule_eigengene_group_values.csv, supermodule_pca_member_loadings.csv","microglia","LIVE_READER","run-manifest inputs (line 450-451); file_hash()ed by write_run_manifest."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",1390,"module_group_effects.csv","neuron_neuropil, neuron_soma, microglia (ds loop)","LIVE_READER","Stage 07 hard-required input; stop() at line 1409-1411 if absent. pipeline.yml:491 declares it consumes_required."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",1391,"supermodule_group_effects.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","safe_read_csv into the Stage 07 interpretable summary; consumes_required at pipeline.yml:491."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",1393,"WGCNA_group_effect_interaction_conditional_followup.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","conditional interaction follow-ups folded into the Stage 07 handoff; optional (WARN, not FAIL, at line 2385-2392)."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",1402,"supermodule_composition.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","supermodule membership for the interpretable summary; consumes_required at pipeline.yml:491."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",2204,"module_group_effects.csv, supermodule_group_effects.csv, WGCNA_group_effect_interaction_conditional_followup.csv, supermodule_composition.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","run-manifest inputs block; write_run_manifest (R/paths.R:629) file_hash()es each path, so these are byte reads, not labels."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",2214,"module_to_supermodule_map_with_annotations.csv","neuron_neuropil, neuron_soma, microglia","LEGACY_NO_ACTIVE_PRODUCER","hashed into the Stage 07 run manifest but absent from wgcna_group_allowed_output_names() and explicitly declared legacy by wgcna_group_legacy_reason() (R/statistics/wgcna_group_effects_utils.R:3990-3991) - 'legacy historical membership/annotation map; canonical identity contract supersedes it'. Must stay pinned to the historical leg."
"group_effects","analysis/wgcna/summarize_module_interpretation.R",2370,"module_group_effects.csv, supermodule_group_effects.csv, supermodule_composition.csv (+ conditional followup at 2385/2389)","neuron_neuropil, neuron_soma, microglia","LIVE_READER","--dry-run required-input existence probes that set missing_required_input; must resolve identically to the wet-run paths at 1390-1402 or the dry run lies."
"group_effects","audits/integration/07_gsea_wgcna_concordance_correction_audit.R",62,"module_group_effects.csv, supermodule_group_effects.csv, WGCNA_group_effect_interaction_conditional_followup.csv","microglia, neuron_neuropil, neuron_soma (explicit list, line 34)","PROVENANCE_ORACLE","read_pair() pairs the CURRENT file against a frozen baseline copy in results/reviewer_audit/gsea_wgcna_concordance_correction_20260813/baseline (line 17-24) and stops if the canonical inferential key set changed. Exists to prove before/after equivalence, so the 'after' leg must keep resolving to whatever the producer actually wrote."
"group_effects","audits/publication_hardening/10_manuscript_provenance.R",225,"results/tables/06_modules_WGCNA/group_effects (cited source_location, no file access)","all datasets (statement S3-19, '0 of 45')","PROVENANCE_ORACLE","authoritative_source recorded in results_statement_provenance.csv for the manuscript limitation claim. A published citation of a location."
"group_effects","audits/publication_hardening/10_manuscript_provenance.R",229,"results/tables/06_modules_WGCNA/group_effects (cited source_location, no file access)","all datasets (statement S3-20, '0 of 35' interaction omnibus)","PROVENANCE_ORACLE","same provenance table, interaction-omnibus statement."
"group_effects","audits/publication_hardening/11_manuscript_phase2_contracts.R",160,"results/tables/06_modules_WGCNA/group_effects/*/module_group_effects.csv (cited authoritative_source, no file access)","all three datasets","PROVENANCE_ORACLE","methods statement M-10 names this glob as the authoritative source for the 45/0 and 105/0 counts in wgcna_45_contract.csv."
"group_effects","audits/wgcna/proteomics_wgcna_downstream_audit.R",36,"module_group_effects.csv / supermodule_group_effects.csv","dataset argument of summarise_stage05()","LIVE_READER","read_required() then a full FDR/model-stability summary. A read-only downstream audit with no declared pipeline.yml entry."
"group_effects","R/data_contracts/publication_freeze_utils.R",406,"module_group_effects.csv","microglia (function default dataset = ""microglia""); called with no dataset at publication_freeze_utils.R:789","PROVENANCE_ORACLE","freeze_wgcna_identities() reads identity_contract_sha256 / identity_contract_version / membership_version / frozen_state_sha256 out of the table and hard-fails if the two group-effect tables disagree (lines 441-450). Records the frozen publication state - the microglia default is exactly how a resolver could freeze the wrong dataset."
"group_effects","R/data_contracts/publication_freeze_utils.R",408,"supermodule_group_effects.csv","microglia (default)","PROVENANCE_ORACLE","second half of the same contract-field cross-check."
"group_effects","R/data_contracts/publication_freeze_utils.R",452,"module_group_effects.csv, supermodule_group_effects.csv (paths taken from reviewer_audit/microglia_wgcna_nature_readiness/protected_output_hash_audit.csv)","microglia","PROVENANCE_ORACLE","md5/sha256 the on-disk file and compare against the recorded md5_after; basenames from freeze_wgcna_protected_basenames() (lines 367-375). Pure immutability oracle - it resolves the path from the audit CSV, NOT from a path helper, so it must not be rewritten to a helper or it stops testing the recorded location."
"group_effects","R/data_contracts/spatial_systems_endpoint_utils.R",67,"WGCNA_group_effect_hemisphere_values.csv","dataset argument - all three datasets via the spatial_validation callers","LIVE_READER","sps_endpoints_wgcna_modules(): the actual reader for decompose_bilateral_variance.R and build_spatial_data_contract.R. Comment at line 65 is explicit that these are the ACCEPTED Stage-05 hemisphere values, not a recomputation. No column guard - a wrong-grain table would propagate NULL values."
"group_effects","R/spatial/spatial_atlas_utils.R",105,"WGCNA_group_effect_hemisphere_values.csv","dataset argument - driven by analysis/spatial_validation/build_module_spatial_atlas.R (pipeline.yml:962 consumes_required)","LIVE_READER","sat_con_bilateral_module_profiles(): stops with missing_required_input, then does its own equal-weight L/R average per animal. The highest-risk hemisphere-grain consumer."
"group_effects","R/statistics/wgcna_group_effect_consumer_utils.R",720,"results/tables/06_modules_WGCNA/group_effects/<dataset>/{module,supermodule}_group_effects.csv (provenance string, no file access)","dataset argument - all three","PROVENANCE_ORACLE","wgcna_inferential_handoff_source_artifact() builds the repo-relative path written into the Stage-07 handoff source_artifact column (R/statistics/module_semantic_utils.R:448) and re-validated at wgcna_group_effect_consumer_utils.R:856-866 with a hard stop on mismatch. Changing this string to a normalized path invalidates every already-written WGCNA_inferential_handoff.csv and the schema fixture at tests/testthat/test-schema-validation.R:446-447. Freeze it."
"group_effects","R/statistics/wgcna_identity_contract_utils.R",880,"module_group_effects.csv","dataset argument - neuron_neuropil, neuron_soma, microglia via build_module_identity_contract.R","LIVE_READER","wgcna_identity_downstream_specs() row stage=Stage05_group_effects; actually opened at wgcna_identity_contract_utils.R:995-996 (file.exists then wgcna_identity_read_csv) inside wgcna_identity_build_compatibility_audit(). Compatibility-audit only - pipeline.yml:483 notes Stage 05-13 inputs never select membership or labels. consumes_optional at pipeline.yml:459."
"group_effects","R/statistics/wgcna_identity_contract_utils.R",888,"supermodule_group_effects.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","same downstream-identity compatibility audit, supermodule level; read at 995-996."
"group_effects","R/statistics/wgcna_identity_contract_utils.R",896,"supermodule_composition.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","same downstream-identity compatibility audit; read at 995-996."
"group_effects","tests/testthat/test-export-dry-run-hygiene.R",116,"results/figures/06_modules_WGCNA/group_effects/microglia/*.svg (temp root)","microglia (figures sibling)","TEST_FIXTURE","alias-filter and dry-run hygiene fixtures (also lines 84 and 238) for the FIGURES sibling of this family, which has no owner row in config/results_ownership.csv and no pipeline.yml producer. Synthetic temp directories, never the real repo path - and a family that must not be given a normalized home."
"group_effects","tests/testthat/test-publication-freeze-manifest.R",107,"module_group_effects.csv, supermodule_group_effects.csv (basename fixtures)","microglia (freeze default)","TEST_FIXTURE","drives freeze_assert_protected_states() fail-closed behaviour (107-123) and asserts the exact 4-element protected basename set (126-135)."
"group_effects","tests/testthat/test-schema-validation.R",306,"module_group_effects.csv (tempfile, basename-keyed)","microglia (dataset argument)","TEST_FIXTURE","validate_known_pipeline_output() dispatches on basename via R/utilities/validation_utils.R:106-107, so the schema binding survives any directory move - useful, and worth stating in the migration note."
"group_effects","tests/testthat/test-schema-validation.R",446,"results/tables/06_modules_WGCNA/group_effects/microglia/{module,supermodule}_group_effects.csv (source_artifact literal)","microglia","TEST_FIXTURE","pins the historical source_artifact string inside a synthetic WGCNA_inferential_handoff row; must change in lockstep with wgcna_inferential_handoff_source_artifact() or not at all."
"group_effects","tests/testthat/test-source-data-export-copy.R",19,"results/tables/06_modules_WGCNA/group_effects/microglia/module_group_effects.csv (routing input, temp root)","microglia","TEST_FIXTURE","asserts manuscript_table_target_paths() routes a results/tables/... source into supplementary_tables by repo-relative ROOT, not substring. A normalized results/wgcna/... path changes that routing decision."
"group_effects","tests/testthat/test-source-data-journal-scope.R",250,"results/tables/06_modules_WGCNA/group_effects/microglia/module_group_effects.csv (fx$touch, temp root)","microglia","TEST_FIXTURE","pins the file as in-scope for the manuscript/journal source-data export (reason_of(...) must be NA)."
"group_effects","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",53,"module_group_effects.csv, supermodule_group_effects.csv (prohibited tokens)","global - render_module_circular_atlas.R source text","TEST_FIXTURE","NEGATIVE guard: expect_false(grepl(token, script)) for both filenames, so the atlas must never name the inferential Stage-05 tables. Repeated at line 726. Blocks any resolver call that spells those names in that script."
"group_effects","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",504,"WGCNA_group_effect_animal_spatial_unit_values.csv","neuron_neuropil, neuron_soma, microglia","TEST_FIXTURE","reads the live artifact to reconstruct the atlas animal key and verify the standardized local estimates."
"group_effects","tests/testthat/test-wgcna-claim-readiness.R",272,"module_group_effects.csv, supermodule_group_effects.csv","microglia","PROVENANCE_ORACLE","md5sums the real files and asserts identity with md5_after plus all(rows$unchanged) from protected_output_hash_audit.csv (lines 265-280). Asserts the path is NOT modified - the canonical example of an oracle that must keep naming the historical location."
"group_effects","tests/testthat/test-wgcna-group-effects-contract.R",20,"every file in group_effects/<dataset>/ named by the test (module/supermodule effects, animal_spatial_unit_values, ...)","neuron_soma, neuron_neuropil, microglia (group_test_datasets, line 9)","TEST_FIXTURE","group_output_path()/read_group_output() (lines 18-33) pin the historical path and expect_true(file.exists(...)) with info 'Generated Phase 2 artifact is required'. Reads at 494-495, 549, 743-744, 793-794, 850-851. This test is the contract that will fail first if a resolver is introduced without updating it."
"group_effects","tests/testthat/test-wgcna-label-adjudication.R",66,"the token ""group_effects"" in analysis/wgcna/adjudicate_module_labels.R","global - adjudicate_module_labels.R source text","TEST_FIXTURE","NEGATIVE phenotype-blindness guard (lines 61-69): expect_false that any non-comment line contains 'group_effects'. Calling wgcna_group_effects_dir() there fails on the helper NAME alone, and would also break label adjudication's phenotype blindness."
"group_effects","tests/testthat/test-wgcna-selected-supermodule-contents.R",14,"module_group_effects.csv, supermodule_group_effects.csv, supermodule_composition.csv, WGCNA_group_effect_endpoint_provenance.csv, WGCNA_group_effect_model_validation.csv","global (name registry, no path)","TEST_FIXTURE","asserts these are in wgcna_group_allowed_output_names() and that the selected_sus_res_* / interpretation outputs are NOT - the boundary between the 19 produced files and the ~16 stale legacy siblings in the same historical directory."
"group_effects","tests/testthat/test-wgcna-supermodule-endpoint-map.R",28,"supermodule_composition.csv","global (name registry)","TEST_FIXTURE","asserts supermodule_composition.csv and WGCNA_group_effect_endpoint_provenance.csv are declared outputs while module_to_supermodule_map.csv has a legacy reason."
"group_effects","tests/testthat/test-wgcna-wave1a-semantic-handoff.R",11,"module_group_effects.csv / supermodule_group_effects.csv","microglia (default argument)","TEST_FIXTURE","reads the live artifact as a semantic-handoff fixture with skip_if_not('Local Stage 05 v5 fixture absent')."
"group_effects","tests/testthat/test-wgcna-wave1a-semantic-handoff.R",29,"WGCNA_group_effect_interaction_conditional_followup.csv","microglia","TEST_FIXTURE","committed conditional-followup fixture, same skip pattern."
"group_effects","tools/audit_wgcna_support_status.R",25,"group_effects/*/*group_effects.csv (Sys.glob over every scope)","all - bare * wildcard, not valid_datasets()","LIVE_READER","read-only support-status impact audit; read.csv on every match at line 32-35 and stop() if the glob is empty. The bare * is the one place a failed-run or otherwise unexpected scope directory would be silently pooled in."
"identity_contract","analysis/spatial_validation/build_module_spatial_atlas.R",61,"results/tables/06_modules_WGCNA/identity_contract/<ds>/WGCNA_module_supermodule_membership_contract.csv","loops over valid_datasets()","LIVE_READER","P$contract builder in the cross-domain spatial atlas (spatial_validation domain reading a wgcna-owned object)."
"identity_contract","analysis/spatial_validation/build_module_spatial_atlas.R",291,"WGCNA_module_supermodule_membership_contract.csv","per-dataset inside the identity_rows assembly","LIVE_READER","ct <- read_opt(P$contract(ds)); lines 303-306 left_join the contract by ModuleID to attach SupermoduleID. NOT declared in this script's pipeline.yml consumes_required/optional (pipeline.yml:961-971) and read_opt returns NULL on absence, so a mis-resolution degrades silently instead of erroring."
"identity_contract","analysis/wgcna/adjudicate_module_labels.R",65,"results/tables/06_modules_WGCNA/identity_contract/<ds>/WGCNA_module_supermodule_membership_contract.csv","loops over all datasets (integration_datasets, default all)","LIVE_READER","contract_path() builder; also emitted as a declared dry-run input at line 80."
"identity_contract","analysis/wgcna/adjudicate_module_labels.R",118,"WGCNA_module_supermodule_membership_contract.csv","per-dataset inside build_dataset(ds)","LIVE_READER","read_required(contract_path(ds), ""identity contract"") -> member_map (module_id/supermodule_id) drives supermodule label adjudication. Declared in pipeline.yml:737."
"identity_contract","analysis/wgcna/audit_module_label_coherence.R",77,"results/tables/06_modules_WGCNA/identity_contract/<dataset>/WGCNA_module_supermodule_membership_contract.csv","loops over all datasets","LIVE_READER","membership_contract_path() builder, annotated at lines 74-75 with 'the identity contract is the sole supermodule-membership authority'."
"identity_contract","analysis/wgcna/audit_module_label_coherence.R",285,"WGCNA_module_supermodule_membership_contract.csv","per-dataset","LIVE_READER","read_required(...) -> member_map feeds wcl_supermodule_evidence(); declared in pipeline.yml:713."
"identity_contract","analysis/wgcna/test_module_phenotypes.R",28,"CONTRACT_PATHS <- wgcna_group_contract_paths(DATASET)","per-dataset","LIVE_READER","Stage-05 group-effect production resolves the contract bundle up front; the paths are also hashed into the Stage-05 source-dependency provenance (wgcna_group_effects_utils.R:3900-3928)."
"identity_contract","analysis/wgcna/test_module_phenotypes.R",43,"contract <- wgcna_group_load_identity_contract(DATASET, STATE_PATH)","per-dataset","LIVE_READER","The contract is the sole membership authority for module/supermodule group effects; declared in pipeline.yml:469 consumes_required (all three contract files)."
"identity_contract","R/data_contracts/publication_freeze_utils.R",403,"results/source_data/06_modules_WGCNA/identity_contract/<dataset>/WGCNA_identity_contract_status.csv","microglia (function default dataset = ""microglia"")","PROVENANCE_ORACLE","status_path for the publication freeze; the source_data mirror, not the tables copy."
"identity_contract","R/data_contracts/publication_freeze_utils.R",471,"WGCNA_identity_contract_status.csv (source_data mirror)","microglia","PROVENANCE_ORACLE","Reads and sha256-hashes the status file into the freeze manifest (path + sha256 + status + membership_version), and at 487-493 hard-stops if membership_version disagrees with the group-effect tables. The resulting record is pinned in docs/publication_freeze_manifest.yml:135-143."
"identity_contract","R/statistics/wgcna_group_effects_utils.R",50,"results/tables/06_modules_WGCNA/identity_contract/<dataset>/ (root for WGCNA_entity_identity_contract.csv, WGCNA_module_supermodule_membership_contract.csv, WGCNA_identity_contract_status.csv)","per-dataset: neuron_soma | neuron_neuropil | microglia","LIVE_READER","wgcna_group_contract_paths() builds the three-file contract bundle root; this is the single historical path literal behind the Stage-05 inferential reader."
"identity_contract","R/statistics/wgcna_group_effects_utils.R",101,"WGCNA_entity_identity_contract.csv, WGCNA_module_supermodule_membership_contract.csv, WGCNA_identity_contract_status.csv (lines 101-103)","per-dataset","LIVE_READER","wgcna_group_load_identity_contract() actually reads all three CSVs, then fail-closes on dataset exactness (117-120), contract version (135-143), membership version (144-152) and state_sha256 equality with the frozen state (153-158)."
"identity_contract","tests/testthat/test-source-data-journal-scope.R",253,"results/source_data/06_modules_WGCNA/identity_contract/microglia/WGCNA_identity_contract_status.csv","microglia","TEST_FIXTURE","fx$touch() of the historical source_data mirror path inside a temp fixture; asserts the manuscript source-data scope keeps that path (no exclusion reason)."
"identity_contract","tests/testthat/test-wgcna-group-effects-phase2b.R",791,"wgcna_group_contract_paths(""microglia"") -> the three contract filenames (asserted by basename at 815-820)","microglia","TEST_FIXTURE","Pins that the Stage-05 source-dependency hash set cannot omit the three identity-contract files; resolves through the same historical builder at wgcna_group_effects_utils.R:50."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",12,"identity_output_file(): path_results(""tables"", ""06_modules_WGCNA"", ""identity_contract"", dataset, filename)","all three datasets","TEST_FIXTURE","The single path contract pinned for this test file; read_identity_output() (line 17) hard-fails if the historical file is absent."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",100,"WGCNA_entity_identity_contract.csv + WGCNA_module_supermodule_membership_contract.csv (lines 100, 103)","all three datasets","TEST_FIXTURE","Asserts entity and membership key uniqueness on the published historical artifacts."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",119,"WGCNA_module_supermodule_membership_contract.csv","all three datasets","TEST_FIXTURE","Asserts every module maps exactly once to one supermodule."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",205,"WGCNA_identity_source_hashes.csv","all three datasets","PROVENANCE_ORACLE","'generated source hashes prove protected frozen states are unchanged' - re-hashes the frozen state and asserts equality with the recorded sha256."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",227,"WGCNA_identity_source_hashes.csv","all three datasets","PROVENANCE_ORACLE","'identity execution did not alter any protected Stage 01 source' - asserts 11 protected Stage-01 source roles are byte-unchanged."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",250,"WGCNA_entity_identity_contract.csv + WGCNA_module_supermodule_membership_contract.csv (lines 250, 253)","all three datasets","TEST_FIXTURE","Asserts the published contracts match live rebuilt cardinalities."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",299,"WGCNA_entity_identity_contract.csv, WGCNA_module_supermodule_membership_contract.csv, WGCNA_downstream_identity_compatibility_audit.csv, WGCNA_identity_validation.csv (lines 299-308)","all three datasets","TEST_FIXTURE","Pins the required column schemas of all four table artifacts and asserts no error-severity validation failure."
"identity_contract","tests/testthat/test-wgcna-identity-contract.R",346,"results/tables/06_modules_WGCNA/identity_contract/neuron_soma/ (whole directory)","neuron_soma","PROVENANCE_ORACLE","Hashes every file in the historical output directory, runs the producer with --dry-run, and asserts identical hashes afterwards (line 371) - an explicit 'this path is NOT modified' immutability assertion against the historical root."
"identity_contract","tests/testthat/test-wgcna-label-activation.R",315,"WGCNA_module_supermodule_membership_contract.csv","every dataset present in the approval table","TEST_FIXTURE","Cross-checks the label approval table's entity_ids against the contract's module_id/supermodule_id sets; skipped via file.exists gate."
"identity_contract","tests/testthat/test-wgcna-label-adjudication.R",402,"WGCNA_module_supermodule_membership_contract.csv","every dataset present in the adjudication output","TEST_FIXTURE","Asserts adjudication ModuleID/SupermoduleID setequal the contract and sum(n_member_modules) == nrow(contract)."
"identity_contract","tests/testthat/test-wgcna-label-adjudication.R",570,"WGCNA_module_supermodule_membership_contract.csv","microglia","TEST_FIXTURE","Builds member_map from the contract to validate config/wgcna_labels/microglia.csv via wgcna_validate_reviewed_registry()."
"identity_contract","tests/testthat/test-wgcna-network-position-and-label-coherence.R",398,"WGCNA_module_supermodule_membership_contract.csv","all three datasets","TEST_FIXTURE","'matches the authoritative identity contract exactly' - setequal check of the coherence audit outputs against the contract."
"interpretable_summary","analysis/integration/build_candidate_protein_shortlist.R",84,"WGCNA_inferential_handoff.csv","<dataset> (per-dataset via integration_datasets)","LIVE_READER","handoff_path() built here; read at :148 via read_required as the 'Stage 07 WGCNA inferential handoff' input to the candidate protein shortlist"
"interpretable_summary","analysis/integration/build_cross_compartment_atlas.R",36,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","dataset_inputs$wgcna_inferential; required per-dataset input to the cross-compartment program atlas"
"interpretable_summary","analysis/integration/build_cross_compartment_atlas.R",37,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","dataset_inputs$wgcna_label_lookup; supplies adjudicated labels to the atlas. No wgcna_validate_canonical_lookup call in this script"
"interpretable_summary","analysis/integration/export_module_protein_zoom_source_data.R",92,"module_group_effects_main_heatmap_source.csv (source_data legacy family)","neuron_neuropil","LIVE_READER","read_required on the source_data-family member written by summarize_module_interpretation.R:904; hashed at :93. This is the member the current resolver cannot serve (see evidence)"
"interpretable_summary","analysis/integration/render_module_circular_atlas.R",295,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","publication_score_paths()$final_label_lookup, read by canonical_supermodule_labels_local() at :300 to label circular-atlas sectors"
"interpretable_summary","analysis/integration/render_module_circular_atlas.R",452,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","dataset_source_paths()$inferential_handoff; tier_specific_fdr and claim_gate source for the atlas rings"
"interpretable_summary","analysis/integration/render_module_circular_atlas.R",453,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","dataset_source_paths()$final_label_lookup, consumed by circular_display_lookup() at :459"
"interpretable_summary","analysis/integration/render_module_circular_atlas.R",723,"WGCNA_inferential_handoff.csv","neuron_neuropil","PROVENANCE_ORACLE","build_neuropil_availability_audit() records the expected path plus producing_script and only file.exists() it (:735); output CSV asserts where the artifact is supposed to live rather than consuming it. Migrating this read changes the meaning of the published expected_file column"
"interpretable_summary","analysis/integration/summarize_enrichment_module_concordance.R",77,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","dataset_inputs$wgcna_handoff for the GSEA/WGCNA concordance summary"
"interpretable_summary","analysis/integration/summarize_enrichment_module_concordance.R",97,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","dataset_inputs$final_labels; current_reviewed_label_source falls back to this filename at :393. Unguarded (no lookup validator)"
"interpretable_summary","analysis/integration/summarize_module_cross_compartment.R",50,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","declared required = TRUE in the input list; column contract enforced at :285"
"interpretable_summary","analysis/integration/summarize_module_cross_compartment.R",51,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","required = TRUE; validated by wgcna_validate_label_lookup at :288 (one of the five guarded lookup readers)"
"interpretable_summary","analysis/integration/test_enrichment_module_concordance.R",61,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","dataset_inputs$wgcna_handoff; the module side of the enrichment-module concordance test"
"interpretable_summary","analysis/integration/test_module_behaviour_coupling.R",30,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","inputs$inferential_handoff; the only required WGCNA input of the module-behaviour coupling analysis, gated by file.exists at :38"
"interpretable_summary","analysis/publication_source_data/build_biological_claims_table.R",384,"WGCNA_final_label_lookup.csv","all datasets (looped over valid_datasets())","LIVE_READER","wgcna_label_lookup() reads one lookup per dataset via read_csv_if_exists and row-binds them with no dataset == ds filter"
"interpretable_summary","analysis/publication_source_data/build_biological_claims_table.R",462,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","wgcna_module_claim_status() reads it via wgcna_inferential_handoff_read and validates columns with wgcna_stage07_validate_inferential_handoff"
"interpretable_summary","analysis/publication_source_data/build_biological_claims_table.R",1938,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","collect_wgcna_group_effect_claims() passes the path as expected_path to resolve_input_path with producer_script_or_artifact_id = analysis/wgcna/summarize_module_interpretation.R"
"interpretable_summary","analysis/spatial_validation/build_module_spatial_atlas.R",63,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","P$lookup in the module spatial atlas path table. Unguarded"
"interpretable_summary","analysis/wgcna/adjudicate_module_labels.R",67,"WGCNA_final_label_lookup.csv","<dataset> (loops all datasets)","LIVE_READER","final_lookup_path(); optional Stage-07 input to the phenotype-blind label adjudication"
"interpretable_summary","analysis/wgcna/audit_module_claim_readiness.R",37,"WGCNA_inferential_handoff.csv","microglia (script hard-fails on any other dataset at :28)","LIVE_READER","inputs$stage07_handoff; the tier_specific_fdr source for the claim-readiness gate. Its repo-relative form is republished as group_effect_handoff_file at :183/:208"
