"analysis_id","old_path","normalized_path","lifecycle","canonical_owner","consumer_count","scientific_consumer_count","publication_consumer_count","provenance_consumer_count","rationale"
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_microglia.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_microglia.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_microglia.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_microglia.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_region_layer_heatmap_all_modules.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_region_layer_heatmap_all_modules.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_region_layer_heatmap_all_modules.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_region_layer_heatmap_all_modules.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/tables/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_metrics.csv","results/integration/render_module_circular_atlas/global/tables/wgcna_circular_atlas_metrics.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/","results/integration/render_module_circular_atlas/global/tables/source_data","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_segments.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_atlas_segments.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_plot_source.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_atlas_plot_source.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_supermodule.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_heatmap_source_supermodule.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_source_module.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_heatmap_source_module.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_layout_all_datasets.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_heatmap_layout_all_datasets.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_source.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_publication_supermodule_effect_heatmap_source.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/source_data/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_layout_all_datasets.csv","results/integration/render_module_circular_atlas/global/tables/source_data/wgcna_circular_publication_supermodule_effect_heatmap_layout_all_datasets.csv","TABLE","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_input_status.csv","results/integration/render_module_circular_atlas/global/reports/wgcna_circular_atlas_input_status.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_vs_publication_heatmap_source_audit.csv","results/integration/render_module_circular_atlas/global/reports/wgcna_circular_vs_publication_heatmap_source_audit.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_vs_publication_supermodule_id_comparison.csv","results/integration/render_module_circular_atlas/global/reports/wgcna_circular_vs_publication_supermodule_id_comparison.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_metric_consistency_audit.csv","results/integration/render_module_circular_atlas/global/reports/wgcna_circular_metric_consistency_audit.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_module_supermodule_mapping_audit.csv","results/integration/render_module_circular_atlas/global/reports/wgcna_module_supermodule_mapping_audit.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_stage13_selection_audit.csv","results/integration/render_module_circular_atlas/global/reports/circular_atlas_selection_audit.csv","REPORT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"render_module_circular_atlas","results/logs/10_biological_integration/wgcna_circular_atlas/global/run_manifest.yml","results/integration/render_module_circular_atlas/global/manifests/run_manifest.yml","MANIFEST","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"Run manifest / provenance record, not a scientific table."
"summarize_module_cross_compartment","results/tables/10_biological_integration/wgcna_cross_compartment_overview/global/","results/integration/summarize_module_cross_compartment/global/tables","TABLE","analysis/integration/summarize_module_cross_compartment.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_module_cross_compartment","results/source_data/10_biological_integration/wgcna_cross_compartment_overview/global/","results/integration/summarize_module_cross_compartment/global/tables/source_data","TABLE","analysis/integration/summarize_module_cross_compartment.R",55,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_module_cross_compartment","results/figures/10_biological_integration/wgcna_cross_compartment_overview/global/","results/integration/summarize_module_cross_compartment/global/plots","PLOT","analysis/integration/summarize_module_cross_compartment.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"summarize_module_cross_compartment","results/logs/10_biological_integration/wgcna_cross_compartment_overview/global/","results/integration/summarize_module_cross_compartment/global/manifests","MANIFEST","analysis/integration/summarize_module_cross_compartment.R",55,12,10,30,"Run manifest / provenance record, not a scientific table."
"summarize_module_cross_compartment","results/reports/10_biological_integration/wgcna_cross_compartment_overview/global/","results/integration/summarize_module_cross_compartment/global/reports","REPORT","analysis/integration/summarize_module_cross_compartment.R",55,12,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"export_module_protein_zoom_source_data","results/figures/manuscript_panels/figure_3/","results/integration/export_module_protein_zoom_source_data/global/plots/figure_3","PLOT","analysis/integration/export_module_protein_zoom_source_data.R",6,0,1,6,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"export_module_protein_zoom_source_data","results/source_data/manuscript_panels/figure_3/","results/integration/export_module_protein_zoom_source_data/global/tables/source_data/figure_3","TABLE","analysis/integration/export_module_protein_zoom_source_data.R",6,0,1,6,"Machine-readable integration table with downstream scientific or publication readers."
"export_module_protein_zoom_source_data","results/tables/manuscript_panels/figure_3/","results/integration/export_module_protein_zoom_source_data/global/tables/figure_3","TABLE","analysis/integration/export_module_protein_zoom_source_data.R",6,0,1,6,"Machine-readable integration table with downstream scientific or publication readers."
"export_module_protein_zoom_source_data","results/reports/manuscript_panels/figure_3/","results/integration/export_module_protein_zoom_source_data/global/reports/figure_3","REPORT","analysis/integration/export_module_protein_zoom_source_data.R",6,0,1,6,"Human-readable integration summary; no downstream scientific reader parses it as data."
"export_module_protein_zoom_source_data","results/tables/manuscript_panels/manuscript_panel_inventory.csv","results/integration/export_module_protein_zoom_source_data/global/tables/manuscript_panel_inventory.csv","TABLE","analysis/integration/export_module_protein_zoom_source_data.R",6,0,1,6,"Machine-readable integration table with downstream scientific or publication readers."
