"old_path","expected_path","intended_extension","producer","write_site","evidence","current_hash","bytes","collision","export_effect","action"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_chromatin_RNP_related_exploratory_primary_all_r","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_chromatin_RNP_related_exploratory_primary_a.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","5363b0f83617d52835abc1a124e8ab72bdcf1a928972d1ec9ee89be91215a3af",7968,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_endo_lysosomal_proteostasis_primary_all_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_endo_lysosomal_proteostasis_primary_all_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","be7cab32b77788c02101c75d453c32decdcb4978d0ed488c571a6f01d7a8a879",7959,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_RNP_RNA_processing_full_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_RNP_RNA_processing_full_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","af66afb23111c9432d0416a39364013bff639fb64a312eb89c904f426f4b5fa7",7946,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_RNP_RNA_processing_main_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_RNP_RNA_processing_main_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","13b5cb8badde20a7734a4a38dac7425ff14d918e8069248550a1e4d33f32dc42",7947,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_synaptic_cytoskeleton_primary_all_replicates.sv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_so_Neuropil_synaptic_cytoskeleton_primary_all_replicate.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","32d4cd2b5096c771ae8d6cb7382f5381c51c645c7e8e0d24ab72c60d363885a5",7655,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_chromatin_RNP_related_exploratory_primary_all_r","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_chromatin_RNP_related_exploratory_primary_a.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","0d77739981a9e7715453566136a250d9a47215c06866d13567af46e8d4c9f169",8259,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_endo_lysosomal_proteostasis_primary_all_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_endo_lysosomal_proteostasis_primary_all_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","0e744de1a15be1e21bb500341fabdd585aa0c6da3ae0362557219f7ee3ba27a6",8251,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_RNP_RNA_processing_full_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_RNP_RNA_processing_full_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","4e0bded43df7973c67c584b2d04616f5343179ecffdfda32c3b5971b736ab3f9",7672,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_RNP_RNA_processing_main_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_RNP_RNA_processing_main_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","87abde9345add0bcb7957c3cb4dc27fb5809254818bfcadeda8f6158fe026c0e",7948,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_synaptic_cytoskeleton_primary_all_replicates.sv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA2_sr_Neuropil_synaptic_cytoskeleton_primary_all_replicate.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","c6f90926c66cbcb64b5dcaa49ba9e4abcbfe27d38893411e6e465725cb8fff51",7656,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_chromatin_RNP_related_exploratory_primary_all_r","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_chromatin_RNP_related_exploratory_primary_a.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","495ff2aac76b79c491efe6092b33bd752222153b31b35db0e8395ccefd72c5b9",8258,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_endo_lysosomal_proteostasis_primary_all_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_endo_lysosomal_proteostasis_primary_all_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","0ceeaa716637a43c32ab7d125b4588692e23ba4086bfe676a0a190b614547ca5",7963,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_RNP_RNA_processing_full_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_RNP_RNA_processing_full_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","0e8c87ea43d4277c99596182e699a6d9ed75f40e733eaa048b3d4d0f0032b96a",8249,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_RNP_RNA_processing_main_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_RNP_RNA_processing_main_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","a1cb8578928f655f6fa2f34854845a41d61efd5f73fa5344b5a1bcca7d71e949",8250,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_synaptic_cytoskeleton_primary_all_replicates.sv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_so_Neuropil_synaptic_cytoskeleton_primary_all_replicate.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","e5d75e5c4a57c353e04129b035e1745d658d0b2b16a3a11215c7ee2c07dc26fe",8240,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_chromatin_RNP_related_exploratory_primary_all_r","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_chromatin_RNP_related_exploratory_primary_a.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","d370b9ebc08f62dca26f587a875cf09ecc4def1edda04df5dd3533da47395b39",7968,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_endo_lysosomal_proteostasis_primary_all_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_endo_lysosomal_proteostasis_primary_all_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","19762ff0e582f7bd185d62946c5431f4a0a60b4393af838abb086d337e6675e4",8268,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_RNP_RNA_processing_full_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_RNP_RNA_processing_full_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","8df1b082d593b7ec398411f4945ae35dd7693fa71173e82021738051d3f5fc6d",7958,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_RNP_RNA_processing_main_primary_all_replicates","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_RNP_RNA_processing_main_primary_all_replica.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","d1d63130260e0a1fcd1457c99f05ed1792218836a043d56306e9091d1de193d0",7959,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_synaptic_cytoskeleton_primary_all_replicates.sv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_CA3_sr_Neuropil_synaptic_cytoskeleton_primary_all_replicate.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","384895e08b03af1a48c6a466b1315ff180488f786aca9eca7acb8d9483ce98a0",8255,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_chromatin_RNP_related_exploratory_primary_all_re","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_chromatin_RNP_related_exploratory_primary_al.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","c9bf7b8ccee95fd8e4c3750ed982780727f54460bc3ed5a405a614c6bda66d17",7676,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_endo_lysosomal_proteostasis_primary_all_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_endo_lysosomal_proteostasis_primary_all_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","8ef079cd0239a6ac301bb9c603610cfba9db58304066e5f34581457690ca74e0",8543,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_RNP_RNA_processing_full_primary_all_replicates.s","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_RNP_RNA_processing_full_primary_all_replicat.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","da589df7d015e02480e7f33cb7558af4f520a6b9d457bf3505f590da465f4394",7391,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_RNP_RNA_processing_main_primary_all_replicates.s","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_mo_Neuropil_RNP_RNA_processing_main_primary_all_replicat.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","c9d94c31e98ec555a18a3d3aeef5efcae8e51b81437b230c03e2433513252b8d",7392,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_chromatin_RNP_related_exploratory_primary_all_re","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_chromatin_RNP_related_exploratory_primary_al.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","cc6d5297466dce2080c72d87197f05ee8d0591a227c7562f64ea34e34f462a38",7969,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_endo_lysosomal_proteostasis_primary_all_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_endo_lysosomal_proteostasis_primary_all_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","7ea036ea5f3b61e11297945c79de244fc354887c37662723e15a281426448b53",7957,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_RNP_RNA_processing_full_primary_all_replicates.s","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_RNP_RNA_processing_full_primary_all_replicat.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","206d4a008c9bb06629aa4f17ad00e91535f185bb660751d820b8ad8bea2ef150",7957,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_RNP_RNA_processing_main_primary_all_replicates.s","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/primary_all_replicates/module_score_DG_po_Neuropil_RNP_RNA_processing_main_primary_all_replicat.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'primary_all_replicates'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","128df336b91c58dff232ec0522d3f58cbfd5817a43852f2c9ac7796703a39ae6",7958,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_chromatin_RNP_related_explorat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_chromatin_RNP_related_expl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","extension from the writer template (ggsave .svg at score_module_activity.R:3343/3357/4088); stem tail unrecoverable, truncated stem retained; content signature = svg, within the writer's emitted formats (svg)","fc07e4ca6c27a8bb7a170402ec3813abaec863006916245da2099bfbfd364c6c",7969,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_endo_lysosomal_proteostasis_se","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_endo_lysosomal_proteostasi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","cb4a0398cd78675eb3f8ca98afd73a4b8f3dcc686b44c4725843be30865bebbd",7853,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_mito_bioenergetics_sensitivity","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_mito_bioenergetics_sensiti.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","91f4f1b1e29d22ff004685a84fb5137a38c0c6b879d3b42a0380275711311f83",7964,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_ribosome_translation_sensitivi","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_ribosome_translation_sensi.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","909290ea26ddfde9648f1ec87e3b8ba2b4642fb86c7624acc65adab2e865c9b0",7664,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_RNP_RNA_processing_full_sensit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_RNP_RNA_processing_full_se.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","358d98221e6bf08e7aff11124ccffb6548911e64c5ad67a744cdc514aef39d41",7839,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_RNP_RNA_processing_main_sensit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_RNP_RNA_processing_main_se.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","224fd99eb36cdfdf25eeeb93da37e37cb4ec9c6501da9911b3bccf785d8117fb",7840,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_synaptic_cytoskeleton_sensitiv","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_Neuropil_synaptic_cytoskeleton_sens.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","88d5a480671bffd90132515ff0480efb7610523050ed11949d7f77cb713b0c3e",7937,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_chromatin_RNP_related_explorato","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_chromatin_RNP_related_explo.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","extension from the writer template (ggsave .svg at score_module_activity.R:3343/3357/4088); stem tail unrecoverable, truncated stem retained; content signature = svg, within the writer's emitted formats (svg)","3ea0e112f99e49c0d5553c5655826844f5f1ca99266d3c316ad96c439454e96b",7435,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_endo_lysosomal_proteostasis_sen","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_endo_lysosomal_proteostasis.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","cut landed inside the trailing analysis label 'sensitivity_flagged_replicates_removed'; tail completed from the writer template (.svg); content signature = svg, within the writer's emitted formats (svg)","d498cf66277d737a26859697e492e885a2de33786385015d5443a7c2822d47b8",7397,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_mito_bioenergetics_sensitivity_","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_mito_bioenergetics_sensitiv.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","cacd5ca885464eb68177d09218cafdacbc7f6a411ef68b0df388aaf1c81903d3",7539,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_ribosome_translation_sensitivit","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/overlap/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_Neuropil_ribosome_translation_sensit.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","dd9f1e182e6c3ac8e7e9d4e11fb9776a210a2f1da26044750b1bdddb2c50449d",7711,FALSE,"becomes discoverable","rename_in_place"
