"file","line_start","line_end","artifact_family","historical_root","historical_artifact","construction_type","single_or_multiline","intended_helper","canonical_owner","child","kind","disposition","text"
"analysis/publication_source_data/build_biological_claims_table.R",1742,1742,"04_wgcna_de_gsea_overlap","results/tables/06_modules_WGCNA/04_wgcna_de_gsea_overlap","WGCNA_vs_DE_GSEA_overlap.csv","EXACT_ARTIFACT_PATH","single","wgcna_gsea_overlap_artifact","compare_module_enrichment_overlap","tables","tables","CONVERTED_TO_OWNER_HELPER","expected_path = path_results(""tables"", ""06_modules_WGCNA"", ""04_wgcna_de_gsea_overlap"", dataset, ""WGCNA_vs_DE_GSEA_overlap.csv""),"
"analysis/wgcna/build_wgcna_modules.R",4385,4385,"04_wgcna_de_gsea_overlap","results/tables/06_modules_WGCNA/04_wgcna_de_gsea_overlap","WGCNA_vs_DE_GSEA_overlap.csv","EXACT_ARTIFACT_PATH","single","wgcna_gsea_overlap_artifact","compare_module_enrichment_overlap","tables","tables","CONVERTED_TO_OWNER_HELPER","gsea_overlap_file <- path_results(""tables"", ""06_modules_WGCNA"", ""04_wgcna_de_gsea_overlap"", dataset_profile, ""WGCNA_vs_DE_GSEA_overlap.csv"")"
"analysis/wgcna/summarize_module_interpretation.R",1401,1401,"04_wgcna_de_gsea_overlap","results/tables/06_modules_WGCNA/04_wgcna_de_gsea_overlap","WGCNA_vs_DE_GSEA_overlap.csv","EXACT_ARTIFACT_PATH","single","wgcna_gsea_overlap_artifact","compare_module_enrichment_overlap","tables","tables","CONVERTED_TO_OWNER_HELPER","overlap <- safe_read_csv(path_results(""tables"", ""06_modules_WGCNA"", ""04_wgcna_de_gsea_overlap"", ds, ""WGCNA_vs_DE_GSEA_overlap.csv""))"
"analysis/wgcna/summarize_module_interpretation.R",2212,2212,"04_wgcna_de_gsea_overlap","results/tables/06_modules_WGCNA/04_wgcna_de_gsea_overlap","WGCNA_vs_DE_GSEA_overlap.csv","EXACT_ARTIFACT_PATH","single","wgcna_gsea_overlap_artifact","compare_module_enrichment_overlap","tables","tables","CONVERTED_TO_OWNER_HELPER","de_gsea_overlap = path_results(""tables"", ""06_modules_WGCNA"", ""04_wgcna_de_gsea_overlap"", ds, ""WGCNA_vs_DE_GSEA_overlap.csv""),"
"analysis/integration/test_enrichment_module_concordance.R",77,80,"claim_readiness","results/tables/06_modules_WGCNA/claim_readiness","WGCNA_entity_claim_readiness.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_find(owner=audit_module_claim_readiness)","audit_module_claim_readiness","tables","tables","CONVERTED_TO_OWNER_HELPER","claim_readiness = path_results( ""tables"", ""06_modules_WGCNA"", ""claim_readiness"", ""microglia"", ""WGCNA_entity_claim_readiness.csv"" ),"
"R/statistics/wgcna_claim_readiness_utils.R",11,14,"claim_readiness","results/tables/06_modules_WGCNA/claim_readiness","WGCNA_entity_claim_readiness.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_find(owner=audit_module_claim_readiness)","audit_module_claim_readiness","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results( ""tables"", ""06_modules_WGCNA"", ""claim_readiness"", ""microglia"", ""WGCNA_entity_claim_readiness.csv"" )"
"analysis/wgcna/score_module_activity.R",173,173,"curated_overlap_programs","results/tables/06_modules_WGCNA/curated_overlap_programs","curated_overlap_programs.xlsx","EXACT_ARTIFACT_PATH","single","wgcna_curated_overlap_artifact","build_curated_overlap_programs","tables","tables","CONVERTED_TO_OWNER_HELPER","expected_path = path_results(""tables"", ""06_modules_WGCNA"", ""curated_overlap_programs"", ""global"", ""curated_overlap_programs.xlsx""),"
"analysis/wgcna/score_module_activity.R",175,175,"curated_overlap_programs","results/tables/06_modules_WGCNA/curated_overlap_programs","Overlap_based_neuropil_modules_classified.xlsx","EXACT_ARTIFACT_PATH","single","wgcna_curated_overlap_artifact","build_curated_overlap_programs","tables","tables","CONVERTED_TO_OWNER_HELPER","fallback_paths = path_results(""tables"", ""06_modules_WGCNA"", ""curated_overlap_programs"", ""global"", ""Overlap_based_neuropil_modules_classified.xlsx""),"
"analysis/wgcna/score_module_activity.R",271,271,"curated_overlap_programs","results/tables/06_modules_WGCNA/curated_overlap_programs","curated_overlap_programs.xlsx","EXACT_ARTIFACT_PATH","single","wgcna_curated_overlap_artifact","build_curated_overlap_programs","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""curated_overlap_programs"", ""global"", ""curated_overlap_programs.xlsx"")"
"analysis/integration/render_module_circular_atlas.R",1816,1819,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_animal_spatial_unit_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","path <- path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_animal_spatial_unit_values.csv"" )"
"analysis/integration/summarize_enrichment_module_concordance.R",100,103,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_sensitivity.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","group_sensitivity = path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, ""WGCNA_group_effect_sensitivity.csv"" )"
"analysis/spatial_validation/build_spatial_data_contract.R",62,63,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_hemisphere_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_hemisphere_values.csv"")"
"analysis/spatial_validation/decompose_bilateral_variance.R",80,81,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_hemisphere_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_hemisphere_values.csv"")"
"analysis/spatial_validation/quantify_module_bilateral_identity.R",57,58,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_hemisphere_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_hemisphere_values.csv"")"
"analysis/wgcna/render_module_figures.R",31,31,"group_effects","results/tables/06_modules_WGCNA/group_effects","","CHILD_PATH_CONSTRUCTION","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","GROUP_DIR <- path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", DATASET)"
"analysis/wgcna/summarize_module_interpretation.R",1390,1390,"group_effects","results/tables/06_modules_WGCNA/group_effects","module_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","module_effects_file <- path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""module_group_effects.csv"")"
"analysis/wgcna/summarize_module_interpretation.R",1391,1391,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","super_effects_file <- path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_group_effects.csv"")"
"analysis/wgcna/summarize_module_interpretation.R",1392,1395,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_interaction_conditional_followup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","conditional_effects_file <- path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_interaction_conditional_followup.csv"" )"
"analysis/wgcna/summarize_module_interpretation.R",1402,1402,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_composition.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","super_comp <- safe_read_csv(path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_composition.csv""))"
"analysis/wgcna/summarize_module_interpretation.R",2204,2204,"group_effects","results/tables/06_modules_WGCNA/group_effects","module_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","module_effects = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""module_group_effects.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2205,2205,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_effects = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_group_effects.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2206,2209,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_interaction_conditional_followup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","interaction_conditional_followups = path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_interaction_conditional_followup.csv"" ),"
"analysis/wgcna/summarize_module_interpretation.R",2213,2213,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_composition.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_composition = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_composition.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2214,2214,"group_effects","results/tables/06_modules_WGCNA/group_effects","module_to_supermodule_map_with_annotations.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","module_to_supermodule_map = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""module_to_supermodule_map_with_annotations.csv"")"
"analysis/wgcna/summarize_module_interpretation.R",2370,2370,"group_effects","results/tables/06_modules_WGCNA/group_effects","module_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","""Module effects"" = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""module_group_effects.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2371,2371,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_group_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","""Supermodule effects"" = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_group_effects.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2372,2372,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_composition.csv","EXACT_ARTIFACT_PATH","single","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","""Supermodule composition"" = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""supermodule_composition.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2384,2387,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_interaction_conditional_followup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_interaction_conditional_followup.csv"" ),"
"analysis/wgcna/summarize_module_interpretation.R",2388,2391,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_interaction_conditional_followup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","if (file.exists(path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", ds, ""WGCNA_group_effect_interaction_conditional_followup.csv"" ))) ""PASS"" else ""WARN"""
"audits/integration/07_gsea_wgcna_concordance_correction_audit.R",61,63,"group_effects","results/tables/06_modules_WGCNA/group_effects","","CHILD_PATH_CONSTRUCTION|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","after_file <- path_results( ""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, filename )"
"R/data_contracts/publication_freeze_utils.R",406,407,"group_effects","results/tables/06_modules_WGCNA/group_effects","module_group_effects.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","FREEZE_ORACLE_RETAINED","module = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, ""module_group_effects.csv""),"
"R/data_contracts/publication_freeze_utils.R",408,409,"group_effects","results/tables/06_modules_WGCNA/group_effects","supermodule_group_effects.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","FREEZE_ORACLE_RETAINED","supermodule = path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, ""supermodule_group_effects.csv"")"
"R/data_contracts/spatial_systems_endpoint_utils.R",67,68,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_hemisphere_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","p <- path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, ""WGCNA_group_effect_hemisphere_values.csv"")"
"R/spatial/spatial_atlas_utils.R",105,106,"group_effects","results/tables/06_modules_WGCNA/group_effects","WGCNA_group_effect_hemisphere_values.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_group_effects_artifact","test_module_phenotypes","tables","tables","CONVERTED_TO_OWNER_HELPER","p <- path_results(""tables"", ""06_modules_WGCNA"", ""group_effects"", dataset, ""WGCNA_group_effect_hemisphere_values.csv"")"
"analysis/spatial_validation/build_module_spatial_atlas.R",61,62,"identity_contract","results/tables/06_modules_WGCNA/identity_contract","WGCNA_module_supermodule_membership_contract.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_identity_contract_artifact","build_module_identity_contract","tables","tables","CONVERTED_TO_OWNER_HELPER","contract   = function(ds) path_results(""tables"", ""06_modules_WGCNA"", ""identity_contract"", ds, ""WGCNA_module_supermodule_membership_contract.csv""),"
"analysis/wgcna/adjudicate_module_labels.R",65,65,"identity_contract","results/tables/06_modules_WGCNA/identity_contract","WGCNA_module_supermodule_membership_contract.csv","EXACT_ARTIFACT_PATH","single","wgcna_identity_contract_artifact","build_module_identity_contract","tables","tables","CONVERTED_TO_OWNER_HELPER","contract_path <- function(ds) path_results(""tables"", ""06_modules_WGCNA"", ""identity_contract"", ds, ""WGCNA_module_supermodule_membership_contract.csv"")"
"analysis/wgcna/audit_module_label_coherence.R",77,78,"identity_contract","results/tables/06_modules_WGCNA/identity_contract","WGCNA_module_supermodule_membership_contract.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_identity_contract_artifact","build_module_identity_contract","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""identity_contract"", dataset, ""WGCNA_module_supermodule_membership_contract.csv"")"
"R/data_contracts/publication_freeze_utils.R",403,404,"identity_contract","results/source_data/06_modules_WGCNA/identity_contract","WGCNA_identity_contract_status.csv","SOURCE_DATA_PATH|MULTILINE","multiline","wgcna_identity_contract_artifact","build_module_identity_contract","tables","source_data","FREEZE_ORACLE_RETAINED","status_path <- path_results(""source_data"", ""06_modules_WGCNA"", ""identity_contract"", dataset, ""WGCNA_identity_contract_status.csv"")"
"R/statistics/wgcna_group_effects_utils.R",49,51,"identity_contract","results/tables/06_modules_WGCNA/identity_contract","","CHILD_PATH_CONSTRUCTION|MULTILINE","multiline","wgcna_identity_contract_artifact","build_module_identity_contract","tables","tables","CONVERTED_TO_OWNER_HELPER","root <- path_results( ""tables"", ""06_modules_WGCNA"", ""identity_contract"", dataset )"
"analysis/integration/build_candidate_protein_shortlist.R",84,85,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"")"
"analysis/integration/build_cross_compartment_atlas.R",36,36,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","wgcna_inferential = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv""),"
"analysis/integration/build_cross_compartment_atlas.R",37,37,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","wgcna_label_lookup = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv""),"
"analysis/integration/export_module_protein_zoom_source_data.R",32,35,"interpretable_summary","results/source_data/06_modules_WGCNA/interpretable_summary","module_group_effects_main_heatmap_source.csv","SOURCE_DATA_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","source_data","CONVERTED_TO_OWNER_HELPER","stage07_handoff = path_results( ""source_data"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""module_group_effects_main_heatmap_source.csv"" ),"
"analysis/integration/export_module_protein_zoom_source_data.R",92,92,"interpretable_summary","results/source_data/06_modules_WGCNA/interpretable_summary","module_group_effects_main_heatmap_source.csv","SOURCE_DATA_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","source_data","CONVERTED_TO_OWNER_HELPER","handoff_path <- path_results(""source_data"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""module_group_effects_main_heatmap_source.csv"")"
"analysis/integration/render_module_circular_atlas.R",295,295,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_label_lookup = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
"analysis/integration/render_module_circular_atlas.R",452,452,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","inferential_handoff = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv""),"
"analysis/integration/render_module_circular_atlas.R",453,453,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_label_lookup = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv""),"
"analysis/integration/render_module_circular_atlas.R",723,723,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""neuron_neuropil"", ""WGCNA_inferential_handoff.csv""),"
"analysis/integration/summarize_enrichment_module_concordance.R",76,79,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","wgcna_handoff = path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" ),"
"analysis/integration/summarize_enrichment_module_concordance.R",96,99,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_labels = path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"" ),"
"analysis/integration/summarize_module_cross_compartment.R",50,50,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","inferential_handoff = list(path = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv""), required = TRUE),"
"analysis/integration/summarize_module_cross_compartment.R",51,51,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_label_lookup = list(path = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv""), required = TRUE),"
"analysis/integration/test_enrichment_module_concordance.R",60,63,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","wgcna_handoff = path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" ),"
"analysis/integration/test_module_behaviour_coupling.R",30,30,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","inferential_handoff = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv""),"
"analysis/publication_source_data/build_biological_claims_table.R",383,386,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","lookup_path <- path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv"" )"
"analysis/publication_source_data/build_biological_claims_table.R",461,464,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","handoff_path <- path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_inferential_handoff.csv"" )"
"analysis/publication_source_data/build_biological_claims_table.R",1937,1940,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","","CHILD_PATH_CONSTRUCTION|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","expected_path = path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, filename ),"
"analysis/spatial_validation/build_module_spatial_atlas.R",63,64,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","lookup     = function(ds) path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv""),"
"analysis/wgcna/adjudicate_module_labels.R",67,67,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_lookup_path <- function(ds) path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/audit_module_label_coherence.R",85,86,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/audit_module_robustness.R",130,130,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","inferential_handoff = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv""),"
"analysis/wgcna/build_module_label_registry.R",52,53,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/render_microglia_independence_figures.R",53,53,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_label_lookup_optional = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
